,barrio,ciudad_vivienda,departamento,metros,numero_habitaciones,pauta_destacada,pauta_oportunidad,precio,tipo_vivienda,url
10134,los laureles,montería,córdoba,"400,00",4,1,0,2500000.0,casa,"https://www.fincaraiz.com.co/Vivienda/arriendo/?ad=30|319||||2||8,9,22,10,24,2||||||||||||||||||||1|||1||griddate%20desc||||||/casa-en-arriendo/monteria/los_laureles-det-5042793.aspx"
10135,centro,montería,córdoba,"225,00",---,1,0,5500000.0,casa,"https://www.fincaraiz.com.co/Vivienda/arriendo/?ad=30|319||||2||8,9,22,10,24,2||||||||||||||||||||1|||1||griddate%20desc||||||/casa-en-arriendo/monteria/centro-det-5042798.aspx"
10136,el recreo,cartagena,bolívar,"116,00",3,1,0,1660000.0,apartamento,"https://www.fincaraiz.com.co/Vivienda/arriendo/?ad=30|319||||2||8,9,22,10,24,2||||||||||||||||||||1|||1||griddate%20desc||||||/apartamento-en-arriendo/cartagena/recreo-det-5042776.aspx"
10137,ciudad jardín,barranquilla,atlántico,"48,00",1,1,0,750000.0,apartaestudio,"https://www.fincaraiz.com.co/Vivienda/arriendo/?ad=30|319||||2||8,9,22,10,24,2||||||||||||||||||||1|||1||griddate%20desc||||||/apartaestudio-en-arriendo/barranquilla/ciudad_jardin-det-5042774.aspx"
10138,la castellana,montería,córdoba,"50,00",2,1,0,900000.0,apartamento,"https://www.fincaraiz.com.co/Vivienda/arriendo/?ad=30|319||||2||8,9,22,10,24,2||||||||||||||||||||1|||1||griddate%20desc||||||/apartamento-en-arriendo/monteria/castellana-det-5042797.aspx"
10139,la castellana,montería,córdoba,"86,00",3,1,0,1200000.0,apartamento,"https://www.fincaraiz.com.co/Vivienda/arriendo/?ad=30|319||||2||8,9,22,10,24,2||||||||||||||||||||1|||1||griddate%20desc||||||/apartamento-en-arriendo/monteria/castellana-det-5042764.aspx"
10140,los alamos,montería,córdoba,"109,00",---,1,0,1300000.0,apartamento,"https://www.fincaraiz.com.co/Vivienda/arriendo/?ad=30|319||||2||8,9,22,10,24,2||||||||||||||||||||1|||1||griddate%20desc||||||/apartamento-en-arriendo/monteria/los_alamos-det-5042773.aspx"
10141,la plazuela,cartagena,bolívar,"76,00",3,1,0,1200000.0,apartamento,"https://www.fincaraiz.com.co/Vivienda/arriendo/?ad=30|319||||2||8,9,22,10,24,2||||||||||||||||||||1|||1||griddate%20desc||||||/apartamento-en-arriendo/cartagena/plazuela-det-5042753.aspx"
10142,la castellana,montería,córdoba,"400,00",3,1,0,5000000.0,casa,"https://www.fincaraiz.com.co/Vivienda/arriendo/?ad=30|319||||2||8,9,22,10,24,2||||||||||||||||||||1|||1||griddate%20desc||||||/casa-en-arriendo/monteria/castellana-det-5042752.aspx"
10143,san isidro,barranquilla,atlántico,"61,00",3,1,0,900000.0,apartamento,"https://www.fincaraiz.com.co/Vivienda/arriendo/?ad=30|319||||2||8,9,22,10,24,2||||||||||||||||||||1|||1||griddate%20desc||||||/apartamento-en-arriendo/barranquilla/san_isidro-det-5042743.aspx"
10144,el campestre,cartagena,bolívar,"72,00",3,1,0,900000.0,apartamento,"https://www.fincaraiz.com.co/Vivienda/arriendo/?ad=30|319||||2||8,9,22,10,24,2||||||||||||||||||||1|||1||griddate%20desc||||||/apartamento-en-arriendo/cartagena/campestre-det-5042757.aspx"
10145,el centro,montería,córdoba,"80,00",3,1,0,800000.0,apartamento,"https://www.fincaraiz.com.co/Vivienda/arriendo/?ad=30|319||||2||8,9,22,10,24,2||||||||||||||||||||1|||1||griddate%20desc||||||/apartamento-en-arriendo/monteria/centro-det-5042740.aspx"
10146,crespo,cartagena,bolívar,"153,00",4,1,0,2600000.0,casa,"https://www.fincaraiz.com.co/Vivienda/arriendo/?ad=30|319||||2||8,9,22,10,24,2||||||||||||||||||||1|||1||griddate%20desc||||||/casa-en-arriendo/cartagena/crespo-det-5042769.aspx"
10147,buenavista,montería,córdoba,"605,00",4,1,0,4000000.0,casa,"https://www.fincaraiz.com.co/Vivienda/arriendo/?ad=30|319||||2||8,9,22,10,24,2||||||||||||||||||||1|||1||griddate%20desc||||||/casa-en-arriendo/monteria/buenavista-det-5032034.aspx"
10148,paseo bolivar,cartagena,bolívar,"35,00",1,1,0,950000.0,apartaestudio,"https://www.fincaraiz.com.co/Vivienda/arriendo/?ad=30|319||||2||8,9,22,10,24,2||||||||||||||||||||1|||1||griddate%20desc||||||/apartaestudio-en-arriendo/cartagena/paseo_bolivar-det-5042735.aspx"
10149,alto prado,barranquilla,atlántico,"55,00",1,1,0,1700000.0,apartamento,"https://www.fincaraiz.com.co/Vivienda/arriendo/?ad=30|319||||2||8,9,22,10,24,2||||||||||||||||||||1|||1||griddate%20desc||||||/apartamento-en-arriendo/barranquilla/alto_prado-det-5042715.aspx"
10150,monteverde,montería,córdoba,"93,00",3,1,0,1300000.0,apartamento,"https://www.fincaraiz.com.co/Vivienda/arriendo/?ad=30|319||||2||8,9,22,10,24,2||||||||||||||||||||1|||1||griddate%20desc||||||/apartamento-en-arriendo/monteria/monteverde-det-5042746.aspx"
10151,la boquilla,cartagena,bolívar,"99,00",2,1,0,4200000.0,apartamento,"https://www.fincaraiz.com.co/Vivienda/arriendo/?ad=30|319||||2||8,9,22,10,24,2||||||||||||||||||||1|||1||griddate%20desc||||||/apartamento-en-arriendo/cartagena/boquilla-det-5042725.aspx"
10152,cabrero,cartagena,bolívar,"98,00",3,1,0,6000000.0,apartamento,"https://www.fincaraiz.com.co/Vivienda/arriendo/?ad=30|319||||2||8,9,22,10,24,2||||||||||||||||||||1|||1||griddate%20desc||||||/apartamento-en-arriendo/cartagena/cabrero-det-5042709.aspx"
10153,ternera,cartagena,bolívar,"40,00",1,1,0,750000.0,apartamento,"https://www.fincaraiz.com.co/Vivienda/arriendo/?ad=30|319||||2||8,9,22,10,24,2||||||||||||||||||||1|||1||griddate%20desc||||||/apartamento-en-arriendo/cartagena/ternera-det-5042699.aspx"
10154,floresta,montería,córdoba,"106,00",3,1,0,950000.0,apartamento,"https://www.fincaraiz.com.co/Vivienda/arriendo/?ad=30|319||||2||8,9,22,10,24,2||||||||||||||||||||1|||1||griddate%20desc||||||/apartamento-en-arriendo/monteria/floresta-det-5030481.aspx"
10155,santa paula,bogotá,cundinamarca,"50,00",1,1,0,1790000.0,apartaestudio,"https://www.fincaraiz.com.co/Vivienda/arriendo/?ad=30|320||||2||8,9,22,10,24,2||||||||||||||||||||1|||1||griddate%20desc||||||/apartaestudio-en-arriendo/bogota/santa_paula-det-4949949.aspx"
10156,santa bárbara,bogotá,cundinamarca,"79,00",2,0,1,4000000.0,apartamento,"https://www.fincaraiz.com.co/Vivienda/arriendo/?ad=30|320||||2||8,9,22,10,24,2||||||||||||||||||||1|||1||griddate%20desc||||||/apartamento-en-arriendo/bogota/santa_barbara-det-4827238.aspx"
10157,camino verde,envigado,antioquia,"85,00",3,1,0,1600000.0,apartamento,"https://www.fincaraiz.com.co/Vivienda/arriendo/?ad=30|320||||2||8,9,22,10,24,2||||||||||||||||||||1|||1||griddate%20desc||||||/apartamento-en-arriendo/envigado/camino_verde-det-5062209.aspx"
10158,el cable,manizales,caldas,"70,00",2,0,1,1400000.0,apartamento,"https://www.fincaraiz.com.co/Vivienda/arriendo/?ad=30|320||||2||8,9,22,10,24,2||||||||||||||||||||1|||1||griddate%20desc||||||/apartamento-en-arriendo/manizales/cable-det-5071579.aspx"
10159,los angeles,cartagena,bolívar,"660,00",12,1,0,12000000,casa,"https://www.fincaraiz.com.co/Vivienda/arriendo/?ad=30|320||||2||8,9,22,10,24,2||||||||||||||||||||1|||1||griddate%20desc||||||/casa-en-arriendo/cartagena/los_angeles-det-5042708.aspx"
10160,ternera,cartagena,bolívar,"128,00",3,1,0,2000000.0,casa,"https://www.fincaraiz.com.co/Vivienda/arriendo/?ad=30|320||||2||8,9,22,10,24,2||||||||||||||||||||1|||1||griddate%20desc||||||/casa-en-arriendo/cartagena/ternera-det-5042689.aspx"
10161,la plazuela,cartagena,bolívar,"72,00",3,1,0,1200000.0,apartamento,"https://www.fincaraiz.com.co/Vivienda/arriendo/?ad=30|320||||2||8,9,22,10,24,2||||||||||||||||||||1|||1||griddate%20desc||||||/apartamento-en-arriendo/cartagena/plazuela-det-5042687.aspx"
10162,bellavista,cartagena,bolívar,"2.036,00",---,1,0,14000000,lote,"https://www.fincaraiz.com.co/Vivienda/arriendo/?ad=30|320||||2||8,9,22,10,24,2||||||||||||||||||||1|||1||griddate%20desc||||||/lote-en-arriendo/cartagena/bellavista-det-5042712.aspx"
10163,ternera,cartagena,bolívar,"220,00",3,1,0,1700000.0,casa,"https://www.fincaraiz.com.co/Vivienda/arriendo/?ad=30|320||||2||8,9,22,10,24,2||||||||||||||||||||1|||1||griddate%20desc||||||/casa-en-arriendo/cartagena/ternera-det-5042680.aspx"
10164,manga,cartagena,bolívar,"218,00",3,1,0,4000000.0,casa,"https://www.fincaraiz.com.co/Vivienda/arriendo/?ad=30|320||||2||8,9,22,10,24,2||||||||||||||||||||1|||1||griddate%20desc||||||/casa-en-arriendo/cartagena/manga-det-5042679.aspx"
10165,la castellana,montería,córdoba,"49,00",2,1,0,950000.0,apartamento,"https://www.fincaraiz.com.co/Vivienda/arriendo/?ad=30|320||||2||8,9,22,10,24,2||||||||||||||||||||1|||1||griddate%20desc||||||/apartamento-en-arriendo/monteria/castellana-det-5038024.aspx"
10166,la castellana,montería,córdoba,"108,00",3,1,0,1100000.0,apartamento,"https://www.fincaraiz.com.co/Vivienda/arriendo/?ad=30|320||||2||8,9,22,10,24,2||||||||||||||||||||1|||1||griddate%20desc||||||/apartamento-en-arriendo/monteria/castellana-det-5042669.aspx"
10167,urb portal de almerias,montería,córdoba,"87,00",2,1,0,950000.0,apartamento,"https://www.fincaraiz.com.co/Vivienda/arriendo/?ad=30|320||||2||8,9,22,10,24,2||||||||||||||||||||1|||1||griddate%20desc||||||/apartamento-en-arriendo/monteria/urb_portal_almerias-det-5042686.aspx"
10168,las delicias,cartagena,bolívar,"94,00",3,1,0,1250000.0,apartamento,"https://www.fincaraiz.com.co/Vivienda/arriendo/?ad=30|320||||2||8,9,22,10,24,2||||||||||||||||||||1|||1||griddate%20desc||||||/apartamento-en-arriendo/cartagena/las_delicias-det-5042662.aspx"
10169,las delicias,cartagena,bolívar,"94,00",3,1,0,1250000.0,apartamento,"https://www.fincaraiz.com.co/Vivienda/arriendo/?ad=30|320||||2||8,9,22,10,24,2||||||||||||||||||||1|||1||griddate%20desc||||||/apartamento-en-arriendo/cartagena/las_delicias-det-5042661.aspx"
10170,turbaco,turbaco,bolívar,"120,00",4,1,0,650000.0,casa,"https://www.fincaraiz.com.co/Vivienda/arriendo/?ad=30|320||||2||8,9,22,10,24,2||||||||||||||||||||1|||1||griddate%20desc||||||/casa-en-arriendo/turbaco/turbaco-det-4994173.aspx"
10171,bocagrande,cartagena,bolívar,"180,00",3,1,0,3400000.0,apartamento,"https://www.fincaraiz.com.co/Vivienda/arriendo/?ad=30|320||||2||8,9,22,10,24,2||||||||||||||||||||1|||1||griddate%20desc||||||/apartamento-en-arriendo/cartagena/bocagrande-det-5042694.aspx"
10172,manga,cartagena,bolívar,"128,00",3,1,0,2500000.0,apartamento,"https://www.fincaraiz.com.co/Vivienda/arriendo/?ad=30|320||||2||8,9,22,10,24,2||||||||||||||||||||1|||1||griddate%20desc||||||/apartamento-en-arriendo/cartagena/manga-det-5042690.aspx"
10173,almirante colon,cartagena,bolívar,"116,00",3,1,0,1000000.0,casa,"https://www.fincaraiz.com.co/Vivienda/arriendo/?ad=30|320||||2||8,9,22,10,24,2||||||||||||||||||||1|||1||griddate%20desc||||||/casa-en-arriendo/cartagena/almirante_colon-det-5042688.aspx"
10174,daniel lemaitre,cartagena,bolívar,"65,00",2,1,0,800000.0,apartamento,"https://www.fincaraiz.com.co/Vivienda/arriendo/?ad=30|320||||2||8,9,22,10,24,2||||||||||||||||||||1|||1||griddate%20desc||||||/apartamento-en-arriendo/cartagena/daniel_lemaitre-det-5042684.aspx"
10175,la castellana,montería,córdoba,"93,00",3,1,0,1400000.0,apartamento,"https://www.fincaraiz.com.co/Vivienda/arriendo/?ad=30|320||||2||8,9,22,10,24,2||||||||||||||||||||1|||1||griddate%20desc||||||/apartamento-en-arriendo/monteria/castellana-det-5042683.aspx"
10176,alameda la victoria,cartagena,bolívar,"126,00",4,1,0,1500000.0,casa,"https://www.fincaraiz.com.co/Vivienda/arriendo/?ad=30|320||||2||8,9,22,10,24,2||||||||||||||||||||1|||1||griddate%20desc||||||/casa-en-arriendo/cartagena/alameda_victoria-det-5042682.aspx"
10177,el recreo,montería,córdoba,"49,00",1,1,0,950000.0,apartamento,"https://www.fincaraiz.com.co/Vivienda/arriendo/?ad=30|320||||2||8,9,22,10,24,2||||||||||||||||||||1|||1||griddate%20desc||||||/apartamento-en-arriendo/monteria/recreo-det-5042649.aspx"
10178,san fernando,cartagena,bolívar,"84,00",---,1,0,850000.0,apartamento,"https://www.fincaraiz.com.co/Vivienda/arriendo/?ad=30|320||||2||8,9,22,10,24,2||||||||||||||||||||1|||1||griddate%20desc||||||/apartamento-en-arriendo/cartagena/san_fernando-det-5038112.aspx"
10179,el recreo,cartagena,bolívar,"122,00",3,1,0,1600000.0,apartamento,"https://www.fincaraiz.com.co/Vivienda/arriendo/?ad=30|320||||2||8,9,22,10,24,2||||||||||||||||||||1|||1||griddate%20desc||||||/apartamento-en-arriendo/cartagena/recreo-det-5042673.aspx"
10180,bocagrande,cartagena,bolívar,"140,00",3,1,0,3300000.0,apartamento,"https://www.fincaraiz.com.co/Vivienda/arriendo/?ad=30|320||||2||8,9,22,10,24,2||||||||||||||||||||1|||1||griddate%20desc||||||/apartamento-en-arriendo/cartagena/bocagrande-det-5042643.aspx"
10181,ciudad jardín,barranquilla,atlántico,"107,00",3,1,0,1800000.0,apartamento,"https://www.fincaraiz.com.co/Vivienda/arriendo/?ad=30|320||||2||8,9,22,10,24,2||||||||||||||||||||1|||1||griddate%20desc||||||/apartamento-en-arriendo/barranquilla/ciudad_jardin-det-5042640.aspx"
10182,la boquilla,cartagena,bolívar,"83,00",2,1,0,3500000.0,apartamento,"https://www.fincaraiz.com.co/Vivienda/arriendo/?ad=30|320||||2||8,9,22,10,24,2||||||||||||||||||||1|||1||griddate%20desc||||||/apartamento-en-arriendo/cartagena/boquilla-det-5042628.aspx"
10183,el socorro,cartagena,bolívar,"76,00",2,1,0,850000.0,apartamento,"https://www.fincaraiz.com.co/Vivienda/arriendo/?ad=30|320||||2||8,9,22,10,24,2||||||||||||||||||||1|||1||griddate%20desc||||||/apartamento-en-arriendo/cartagena/socorro-det-5042654.aspx"
10184,la castellana,montería,córdoba,"52,00",2,1,0,1200000.0,apartamento,"https://www.fincaraiz.com.co/Vivienda/arriendo/?ad=30|320||||2||8,9,22,10,24,2||||||||||||||||||||1|||1||griddate%20desc||||||/apartamento-en-arriendo/monteria/castellana-det-5042653.aspx"
10185,alto prado,barranquilla,atlántico,"210,00",3,1,0,4500000.0,apartamento,"https://www.fincaraiz.com.co/Vivienda/arriendo/?ad=30|320||||2||8,9,22,10,24,2||||||||||||||||||||1|||1||griddate%20desc||||||/apartamento-en-arriendo/barranquilla/alto_prado-det-5042651.aspx"
10186,alameda la victoria,cartagena,bolívar,"55,00",2,1,0,950000.0,apartamento,"https://www.fincaraiz.com.co/Vivienda/arriendo/?ad=30|320||||2||8,9,22,10,24,2||||||||||||||||||||1|||1||griddate%20desc||||||/apartamento-en-arriendo/cartagena/alameda_victoria-det-5042631.aspx"
10187,villas de granada,bogotá,cundinamarca,"50,00",3,1,0,900000.0,apartamento,"https://www.fincaraiz.com.co/Vivienda/arriendo/?ad=30|320||||2||8,9,22,10,24,2||||||||||||||||||||1|||1||griddate%20desc||||||/apartamento-en-arriendo/bogota/villas_granada-det-4981704.aspx"
10188,boulevard sol real,soledad,atlántico,"54,00",2,1,0,700000.0,apartamento,"https://www.fincaraiz.com.co/Vivienda/arriendo/?ad=30|320||||2||8,9,22,10,24,2||||||||||||||||||||1|||1||griddate%20desc||||||/apartamento-en-arriendo/soledad/boulevard_sol_real-det-5042625.aspx"
10189,valle del lili,cali,valle del cauca,"62,00",2,1,0,820000.0,apartamento,"https://www.fincaraiz.com.co/Vivienda/arriendo/?ad=30|321||||2||8,9,22,10,24,2||||||||||||||||||||1|||1||griddate%20desc||||||/apartamento-en-arriendo/cali/valle_del_lili-det-5062610.aspx"
10190,el tintal,bogotá,cundinamarca,"40,00",2,0,1,700000.0,apartamento,"https://www.fincaraiz.com.co/Vivienda/arriendo/?ad=30|321||||2||8,9,22,10,24,2||||||||||||||||||||1|||1||griddate%20desc||||||/apartamento-en-arriendo/bogota/tintal-det-5053882.aspx"
10191,colina occidental,bogotá,cundinamarca,"73,00",3,1,0,1600000.0,apartamento,"https://www.fincaraiz.com.co/Vivienda/arriendo/?ad=30|321||||2||8,9,22,10,24,2||||||||||||||||||||1|||1||griddate%20desc||||||/apartamento-en-arriendo/bogota/colina_occidental-det-4754155.aspx"
10192,nueva autopista,bogotá,cundinamarca,"60,00",2,0,1,1550000.0,apartamento,"https://www.fincaraiz.com.co/Vivienda/arriendo/?ad=30|321||||2||8,9,22,10,24,2||||||||||||||||||||1|||1||griddate%20desc||||||/apartamento-en-arriendo/bogota/nueva_autopista-det-5053784.aspx"
10193,los laureles,montería,córdoba,"345,00",2,1,0,1000000.0,apartamento,"https://www.fincaraiz.com.co/Vivienda/arriendo/?ad=30|321||||2||8,9,22,10,24,2||||||||||||||||||||1|||1||griddate%20desc||||||/apartamento-en-arriendo/monteria/los_laureles-det-5032039.aspx"
10194,la boquilla,cartagena,bolívar,"87,00",2,1,0,2300000.0,apartamento,"https://www.fincaraiz.com.co/Vivienda/arriendo/?ad=30|321||||2||8,9,22,10,24,2||||||||||||||||||||1|||1||griddate%20desc||||||/apartamento-en-arriendo/cartagena/boquilla-det-5042627.aspx"
10195,bosque,cartagena,bolívar,"67,00",2,1,0,900000.0,apartamento,"https://www.fincaraiz.com.co/Vivienda/arriendo/?ad=30|321||||2||8,9,22,10,24,2||||||||||||||||||||1|||1||griddate%20desc||||||/apartamento-en-arriendo/cartagena/bosque-det-5042615.aspx"
10196,centro,montería,córdoba,"27,00",2,1,0,1000000.0,casa,"https://www.fincaraiz.com.co/Vivienda/arriendo/?ad=30|321||||2||8,9,22,10,24,2||||||||||||||||||||1|||1||griddate%20desc||||||/casa-en-arriendo/monteria/centro-det-5031958.aspx"
10197,los alamos,zipaquirá,cundinamarca,"66,00",3,0,0,800000.0,apartamento,"https://www.fincaraiz.com.co/Vivienda/arriendo/?ad=30|321||||2||8,9,22,10,24,2||||||||||||||||||||1|||1||griddate%20desc||||||/apartamento-en-arriendo/zipaquira/los_alamos-det-5043924.aspx"
10198,altos del limon,barranquilla,atlántico,"82,00",2,1,0,1500000.0,casa,"https://www.fincaraiz.com.co/Vivienda/arriendo/?ad=30|321||||2||8,9,22,10,24,2||||||||||||||||||||1|||1||griddate%20desc||||||/casa-en-arriendo/barranquilla/altos_del_limon-det-5042600.aspx"
10199,el recreo,cartagena,bolívar,"72,00",2,1,0,900000.0,apartamento,"https://www.fincaraiz.com.co/Vivienda/arriendo/?ad=30|321||||2||8,9,22,10,24,2||||||||||||||||||||1|||1||griddate%20desc||||||/apartamento-en-arriendo/cartagena/recreo-det-5042616.aspx"
10200,el recreo,barranquilla,atlántico,"80,00",3,1,0,1250000.0,apartamento,"https://www.fincaraiz.com.co/Vivienda/arriendo/?ad=30|321||||2||8,9,22,10,24,2||||||||||||||||||||1|||1||griddate%20desc||||||/apartamento-en-arriendo/barranquilla/recreo-det-5042580.aspx"
10201,la castellana,montería,córdoba,"78,00",3,1,0,1400000.0,apartamento,"https://www.fincaraiz.com.co/Vivienda/arriendo/?ad=30|321||||2||8,9,22,10,24,2||||||||||||||||||||1|||1||griddate%20desc||||||/apartamento-en-arriendo/monteria/castellana-det-5030900.aspx"
10202,miramar,barranquilla,atlántico,"68,00",3,1,0,1500000.0,apartamento,"https://www.fincaraiz.com.co/Vivienda/arriendo/?ad=30|321||||2||8,9,22,10,24,2||||||||||||||||||||1|||1||griddate%20desc||||||/apartamento-en-arriendo/barranquilla/miramar-det-5042577.aspx"
10203,cabrero,cartagena,bolívar,"120,00",3,1,0,3000000.0,apartamento,"https://www.fincaraiz.com.co/Vivienda/arriendo/?ad=30|321||||2||8,9,22,10,24,2||||||||||||||||||||1|||1||griddate%20desc||||||/apartamento-en-arriendo/cartagena/cabrero-det-5042578.aspx"
10204,ternera,cartagena,bolívar,"58,00",3,1,0,1100000.0,apartamento,"https://www.fincaraiz.com.co/Vivienda/arriendo/?ad=30|321||||2||8,9,22,10,24,2||||||||||||||||||||1|||1||griddate%20desc||||||/apartamento-en-arriendo/cartagena/ternera-det-5042559.aspx"
10205,la sexta,tunja,boyacá,"34,00",1,0,0,450000.0,apartaestudio,"https://www.fincaraiz.com.co/Vivienda/arriendo/?ad=30|321||||2||8,9,22,10,24,2||||||||||||||||||||1|||1||griddate%20desc||||||/apartaestudio-en-arriendo/tunja/sexta-det-5043923.aspx"
10206,altos de limonar,barranquilla,atlántico,"142,00",3,1,0,2900000.0,apartamento,"https://www.fincaraiz.com.co/Vivienda/arriendo/?ad=30|321||||2||8,9,22,10,24,2||||||||||||||||||||1|||1||griddate%20desc||||||/apartamento-en-arriendo/barranquilla/altos_limonar-det-5042573.aspx"
10207,marbella,cartagena,bolívar,"102,00",2,1,0,5500000.0,apartamento,"https://www.fincaraiz.com.co/Vivienda/arriendo/?ad=30|321||||2||8,9,22,10,24,2||||||||||||||||||||1|||1||griddate%20desc||||||/apartamento-en-arriendo/cartagena/marbella-det-5042582.aspx"
10208,monteverde,montería,córdoba,"193,00",---,1,0,4215500.0,lote,"https://www.fincaraiz.com.co/Vivienda/arriendo/?ad=30|321||||2||8,9,22,10,24,2||||||||||||||||||||1|||1||griddate%20desc||||||/lote-en-arriendo/monteria/monteverde-det-5042538.aspx"
10209,san fernando,cartagena,bolívar,"55,00",2,1,0,900000.0,apartamento,"https://www.fincaraiz.com.co/Vivienda/arriendo/?ad=30|321||||2||8,9,22,10,24,2||||||||||||||||||||1|||1||griddate%20desc||||||/apartamento-en-arriendo/cartagena/san_fernando-det-5042566.aspx"
10210,altos del prado,barranquilla,atlántico,"156,00",3,1,0,3500000.0,apartamento,"https://www.fincaraiz.com.co/Vivienda/arriendo/?ad=30|321||||2||8,9,22,10,24,2||||||||||||||||||||1|||1||griddate%20desc||||||/apartamento-en-arriendo/barranquilla/altos_del_prado-det-5042543.aspx"
10211,bocagrande,cartagena,bolívar,"100,00",2,1,0,3300000.0,apartamento,"https://www.fincaraiz.com.co/Vivienda/arriendo/?ad=30|321||||2||8,9,22,10,24,2||||||||||||||||||||1|||1||griddate%20desc||||||/apartamento-en-arriendo/cartagena/bocagrande-det-5042556.aspx"
10212,san fernando,cartagena,bolívar,"75,00",3,1,0,1030000.0,apartamento,"https://www.fincaraiz.com.co/Vivienda/arriendo/?ad=30|321||||2||8,9,22,10,24,2||||||||||||||||||||1|||1||griddate%20desc||||||/apartamento-en-arriendo/cartagena/san_fernando-det-5042549.aspx"
10213,manzanillo del mar,cartagena,bolívar,"360,00",3,1,0,10000000,casa,"https://www.fincaraiz.com.co/Vivienda/arriendo/?ad=30|321||||2||8,9,22,10,24,2||||||||||||||||||||1|||1||griddate%20desc||||||/casa-en-arriendo/cartagena/manzanillo_del_mar-det-5042522.aspx"
10214,prado,barranquilla,atlántico,"68,00",2,1,0,1500000.0,apartamento,"https://www.fincaraiz.com.co/Vivienda/arriendo/?ad=30|321||||2||8,9,22,10,24,2||||||||||||||||||||1|||1||griddate%20desc||||||/apartamento-en-arriendo/barranquilla/prado-det-5042490.aspx"
10215,altos de riomar,barranquilla,atlántico,"1,00",3,1,0,2790000.0,apartamento,"https://www.fincaraiz.com.co/Vivienda/arriendo/?ad=30|321||||2||8,9,22,10,24,2||||||||||||||||||||1|||1||griddate%20desc||||||/apartamento-en-arriendo/barranquilla/altos_riomar-det-5042470.aspx"
10216,miramar,barranquilla,atlántico,"68,00",3,1,0,2400000.0,apartamento,"https://www.fincaraiz.com.co/Vivienda/arriendo/?ad=30|321||||2||8,9,22,10,24,2||||||||||||||||||||1|||1||griddate%20desc||||||/apartamento-en-arriendo/barranquilla/miramar-det-5042486.aspx"
10217,centro,montería,córdoba,"299,00",5,1,0,3800000.0,casa,"https://www.fincaraiz.com.co/Vivienda/arriendo/?ad=30|321||||2||8,9,22,10,24,2||||||||||||||||||||1|||1||griddate%20desc||||||/casa-en-arriendo/monteria/centro-det-5030488.aspx"
10218,la concepción,barranquilla,atlántico,"98,00",3,1,0,1500000.0,apartamento,"https://www.fincaraiz.com.co/Vivienda/arriendo/?ad=30|321||||2||8,9,22,10,24,2||||||||||||||||||||1|||1||griddate%20desc||||||/apartamento-en-arriendo/barranquilla/concepcion-det-5042449.aspx"
10219,san diego,cereté,córdoba,"210,00",3,1,0,1200000.0,casa,"https://www.fincaraiz.com.co/Vivienda/arriendo/?ad=30|321||||2||8,9,22,10,24,2||||||||||||||||||||1|||1||griddate%20desc||||||/casa-en-arriendo/cerete/san_diego-det-5032533.aspx"
10220,bocagrande,cartagena,bolívar,"700,00",1,1,0,25000000,casa,"https://www.fincaraiz.com.co/Vivienda/arriendo/?ad=30|321||||2||8,9,22,10,24,2||||||||||||||||||||1|||1||griddate%20desc||||||/casa-en-arriendo/cartagena/bocagrande-det-5042442.aspx"
10221,urbanización el valle,turbaco,bolívar,"145,00",3,1,0,1800000.0,casa,"https://www.fincaraiz.com.co/Vivienda/arriendo/?ad=30|321||||2||8,9,22,10,24,2||||||||||||||||||||1|||1||griddate%20desc||||||/casa-en-arriendo/turbaco/urbanizacion_valle-det-5042472.aspx"
10222,centro,montería,córdoba,"342,00",6,1,0,6000000.0,casa,"https://www.fincaraiz.com.co/Vivienda/arriendo/?ad=30|321||||2||8,9,22,10,24,2||||||||||||||||||||1|||1||griddate%20desc||||||/casa-en-arriendo/monteria/centro-det-5031007.aspx"
10223,el tejar,bucaramanga,santander,"80,00",3,1,0,750000.0,apartamento,"https://www.fincaraiz.com.co/Vivienda/arriendo/?ad=30|322||||2||8,9,22,10,24,2||||||||||||||||||||1|||1||griddate%20desc||||||/apartamento-en-arriendo/bucaramanga/tejar-det-5061424.aspx"
10224,villa carolina,barranquilla,atlántico,"85,00",1,0,1,650000.0,habitacion,"https://www.fincaraiz.com.co/Vivienda/arriendo/?ad=30|322||||2||8,9,22,10,24,2||||||||||||||||||||1|||1||griddate%20desc||||||/habitacion-en-arriendo/barranquilla/villa_carolina-det-5034344.aspx"
10225,el poblado,medellín,antioquia,"93,00",3,1,0,2500000.0,apartamento,"https://www.fincaraiz.com.co/Vivienda/arriendo/?ad=30|322||||2||8,9,22,10,24,2||||||||||||||||||||1|||1||griddate%20desc||||||/apartamento-en-arriendo/medellin/poblado-det-5064614.aspx"
10226,colina campestre,bogotá,cundinamarca,"53,00",1,0,1,999000.0,apartaestudio,"https://www.fincaraiz.com.co/Vivienda/arriendo/?ad=30|322||||2||8,9,22,10,24,2||||||||||||||||||||1|||1||griddate%20desc||||||/apartaestudio-en-arriendo/bogota/colina_campestre-det-5048560.aspx"
10227,la castellana,montería,córdoba,"123,00",3,1,0,1550000.0,apartamento,"https://www.fincaraiz.com.co/Vivienda/arriendo/?ad=30|322||||2||8,9,22,10,24,2||||||||||||||||||||1|||1||griddate%20desc||||||/apartamento-en-arriendo/monteria/castellana-det-5030566.aspx"
