,barrio,ciudad_vivienda,departamento,metros,numero_habitaciones,pauta_destacada,pauta_oportunidad,precio,tipo_vivienda,url
4714,pontevedra,bogotá,cundinamarca,"74,00",4,0,0,1500000.0,casa,"https://www.fincaraiz.com.co/Vivienda/arriendo/?ad=30|148||||2||8,9,22,10,24,2||||||||||||||||||||1|||1||griddate%20desc||||||/casa-en-arriendo/bogota/pontevedra-det-5058789.aspx"
4715,patio bonito,medellín,antioquia,"50,00",1,1,0,1700000.0,apartaestudio,"https://www.fincaraiz.com.co/Vivienda/arriendo/?ad=30|148||||2||8,9,22,10,24,2||||||||||||||||||||1|||1||griddate%20desc||||||/apartaestudio-en-arriendo/medellin/patio_bonito-det-5069689.aspx"
4716,candiles,bucaramanga,santander,"120,00",4,1,0,780000.0,apartamento,"https://www.fincaraiz.com.co/Vivienda/arriendo/?ad=30|148||||2||8,9,22,10,24,2||||||||||||||||||||1|||1||griddate%20desc||||||/apartamento-en-arriendo/bucaramanga/candiles-det-3540319.aspx"
4717,loma del escobero,envigado,antioquia,"84,00",2,1,0,2400000.0,apartamento,"https://www.fincaraiz.com.co/Vivienda/arriendo/?ad=30|148||||2||8,9,22,10,24,2||||||||||||||||||||1|||1||griddate%20desc||||||/apartamento-en-arriendo/envigado/loma_del_escobero-det-4833209.aspx"
4718,antonia santos centro,bucaramanga,santander,"39,00",1,1,0,550000.0,apartaestudio,"https://www.fincaraiz.com.co/Vivienda/arriendo/?ad=30|148||||2||8,9,22,10,24,2||||||||||||||||||||1|||1||griddate%20desc||||||/apartaestudio-en-arriendo/bucaramanga/antonia_santos_centro-det-4066442.aspx"
4719,villa santos,barranquilla,atlántico,"52,00",---,1,0,1250000.0,apartaestudio,"https://www.fincaraiz.com.co/Vivienda/arriendo/?ad=30|148||||2||8,9,22,10,24,2||||||||||||||||||||1|||1||griddate%20desc||||||/apartaestudio-en-arriendo/barranquilla/villa_santos-det-4874949.aspx"
4720,la castellana,montería,córdoba,"92,00",3,0,0,1200000.0,apartamento,"https://www.fincaraiz.com.co/Vivienda/arriendo/?ad=30|148||||2||8,9,22,10,24,2||||||||||||||||||||1|||1||griddate%20desc||||||/apartamento-en-arriendo/monteria/castellana-det-5058760.aspx"
4721,camino real,fusagasugá,cundinamarca,"72,00",2,0,0,450000.0,apartamento,"https://www.fincaraiz.com.co/Vivienda/arriendo/?ad=30|148||||2||8,9,22,10,24,2||||||||||||||||||||1|||1||griddate%20desc||||||/apartamento-en-arriendo/fusagasuga/camino_real-det-5058751.aspx"
4722,bocagrande,cartagena,bolívar,"60,00",1,1,0,2600000.0,apartaestudio,"https://www.fincaraiz.com.co/Vivienda/arriendo/?ad=30|148||||2||8,9,22,10,24,2||||||||||||||||||||1|||1||griddate%20desc||||||/apartaestudio-en-arriendo/cartagena/bocagrande-det-4756316.aspx"
4723,colseguros,cali,valle del cauca,"30,00",1,0,0,490000.0,apartaestudio,"https://www.fincaraiz.com.co/Vivienda/arriendo/?ad=30|148||||2||8,9,22,10,24,2||||||||||||||||||||1|||1||griddate%20desc||||||/apartaestudio-en-arriendo/cali/colseguros-det-5058740.aspx"
4724,santillana,mosquera,cundinamarca,"84,00",3,0,0,880000.0,casa,"https://www.fincaraiz.com.co/Vivienda/arriendo/?ad=30|148||||2||8,9,22,10,24,2||||||||||||||||||||1|||1||griddate%20desc||||||/casa-en-arriendo/mosquera/santillana-det-5058729.aspx"
4725,lisboa,bogotá,cundinamarca,"107,00",3,1,0,2300000.0,apartamento,"https://www.fincaraiz.com.co/Vivienda/arriendo/?ad=30|148||||2||8,9,22,10,24,2||||||||||||||||||||1|||1||griddate%20desc||||||/apartamento-en-arriendo/bogota/lisboa-det-4959274.aspx"
4726,chapinero occidental,bogotá,cundinamarca,"20,00",1,0,0,695000.0,apartaestudio,"https://www.fincaraiz.com.co/Vivienda/arriendo/?ad=30|148||||2||8,9,22,10,24,2||||||||||||||||||||1|||1||griddate%20desc||||||/apartaestudio-en-arriendo/bogota/chapinero_occidental-det-5058726.aspx"
4727,chorro padilla,fusagasugá,cundinamarca,"20,00",1,0,0,200000.0,habitacion,"https://www.fincaraiz.com.co/Vivienda/arriendo/?ad=30|148||||2||8,9,22,10,24,2||||||||||||||||||||1|||1||griddate%20desc||||||/habitacion-en-arriendo/fusagasuga/chorro_padilla-det-5058724.aspx"
4728,centenario,bogotá,cundinamarca,"57,00",3,1,0,750000.0,apartamento,"https://www.fincaraiz.com.co/Vivienda/arriendo/?ad=30|148||||2||8,9,22,10,24,2||||||||||||||||||||1|||1||griddate%20desc||||||/apartamento-en-arriendo/bogota/centenario-det-5006963.aspx"
4729,barcelona de indias,cartagena,bolívar,"122,00",3,1,0,3500000.0,apartamento,"https://www.fincaraiz.com.co/Vivienda/arriendo/?ad=30|148||||2||8,9,22,10,24,2||||||||||||||||||||1|||1||griddate%20desc||||||/apartamento-en-arriendo/cartagena/barcelona_indias-det-4833948.aspx"
4730,jordan 1 etapa,ibagué,tolima,"3,00",1,0,0,280000.0,habitacion,"https://www.fincaraiz.com.co/Vivienda/arriendo/?ad=30|148||||2||8,9,22,10,24,2||||||||||||||||||||1|||1||griddate%20desc||||||/habitacion-en-arriendo/ibague/jordan_etapa-det-5058716.aspx"
4731,santa teresa,bogotá,cundinamarca,"53,00",3,1,0,960500.0,apartamento,"https://www.fincaraiz.com.co/Vivienda/arriendo/?ad=30|148||||2||8,9,22,10,24,2||||||||||||||||||||1|||1||griddate%20desc||||||/apartamento-en-arriendo/bogota/santa_teresa-det-5048663.aspx"
4732,bosques de zuiga,envigado,antioquia,"94,00",3,1,0,2500000.0,apartamento,"https://www.fincaraiz.com.co/Vivienda/arriendo/?ad=30|148||||2||8,9,22,10,24,2||||||||||||||||||||1|||1||griddate%20desc||||||/apartamento-en-arriendo/envigado/bosques_zuiga-det-4942170.aspx"
4733,chic norte,bogotá,cundinamarca,"115,00",2,1,0,4100000.0,apartamento,"https://www.fincaraiz.com.co/Vivienda/arriendo/?ad=30|148||||2||8,9,22,10,24,2||||||||||||||||||||1|||1||griddate%20desc||||||/apartamento-en-arriendo/bogota/chic_norte-det-4878008.aspx"
4734,la castellana,bogotá,cundinamarca,"90,00",3,1,1,1937000.0,apartaestudio,"https://www.fincaraiz.com.co/Vivienda/arriendo/?ad=30|148||||2||8,9,22,10,24,2||||||||||||||||||||1|||1||griddate%20desc||||||/apartaestudio-en-arriendo/bogota/castellana-det-5058680.aspx"
4735,chicó,bogotá,cundinamarca,"62,00",2,0,0,3500000.0,apartamento,"https://www.fincaraiz.com.co/Vivienda/arriendo/?ad=30|148||||2||8,9,22,10,24,2||||||||||||||||||||1|||1||griddate%20desc||||||/apartamento-en-arriendo/bogota/chico-det-5058708.aspx"
4736,el campín,bogotá,cundinamarca,"75,00",3,1,0,1650000.0,apartamento,"https://www.fincaraiz.com.co/Vivienda/arriendo/?ad=30|148||||2||8,9,22,10,24,2||||||||||||||||||||1|||1||griddate%20desc||||||/apartamento-en-arriendo/bogota/campin-det-4877673.aspx"
4737,niza norte,bogotá,cundinamarca,"120,00",4,1,0,2100000.0,casa,"https://www.fincaraiz.com.co/Vivienda/arriendo/?ad=30|148||||2||8,9,22,10,24,2||||||||||||||||||||1|||1||griddate%20desc||||||/casa-en-arriendo/bogota/niza_norte-det-4871979.aspx"
4738,estrada,bogotá,cundinamarca,"65,00",3,1,0,1300000.0,apartamento,"https://www.fincaraiz.com.co/Vivienda/arriendo/?ad=30|148||||2||8,9,22,10,24,2||||||||||||||||||||1|||1||griddate%20desc||||||/apartamento-en-arriendo/bogota/estrada-det-4569354.aspx"
4739,britalia,bogotá,cundinamarca,"82,00",4,1,0,1778800.0,apartamento,"https://www.fincaraiz.com.co/Vivienda/arriendo/?ad=30|148||||2||8,9,22,10,24,2||||||||||||||||||||1|||1||griddate%20desc||||||/apartamento-en-arriendo/bogota/britalia-det-5014815.aspx"
4740,chico,bogotá,cundinamarca,"121,00",2,1,0,4500000.0,apartamento,"https://www.fincaraiz.com.co/Vivienda/arriendo/?ad=30|149||||2||8,9,22,10,24,2||||||||||||||||||||1|||1||griddate%20desc||||||/apartamento-en-arriendo/bogota/chico-det-4277872.aspx"
4741,ciudad alsacia,bogotá,cundinamarca,"63,00",3,0,0,1250000.0,apartamento,"https://www.fincaraiz.com.co/Vivienda/arriendo/?ad=30|149||||2||8,9,22,10,24,2||||||||||||||||||||1|||1||griddate%20desc||||||/apartamento-en-arriendo/bogota/ciudad_alsacia-det-4978857.aspx"
4742,llanogrande,llano grande,antioquia,"450,00",7,1,1,5000000.0,casa,"https://www.fincaraiz.com.co/Vivienda/arriendo/?ad=30|149||||2||8,9,22,10,24,2||||||||||||||||||||1|||1||griddate%20desc||||||/casa-en-arriendo/llano-grande/llanogrande-det-5008447.aspx"
4743,el caney,cali,valle del cauca,"200,00",3,0,0,1200000.0,casa,"https://www.fincaraiz.com.co/Vivienda/arriendo/?ad=30|149||||2||8,9,22,10,24,2||||||||||||||||||||1|||1||griddate%20desc||||||/casa-en-arriendo/cali/caney-det-4979112.aspx"
4744,salitre nor occidental,bogotá,cundinamarca,"73,00",3,1,0,1515000.0,apartamento,"https://www.fincaraiz.com.co/Vivienda/arriendo/?ad=30|149||||2||8,9,22,10,24,2||||||||||||||||||||1|||1||griddate%20desc||||||/apartamento-en-arriendo/bogota/salitre_nor_occidental-det-5048438.aspx"
4745,villavicencio,villavicencio,meta,"70,00",3,1,0,1033000.0,apartamento,"https://www.fincaraiz.com.co/Vivienda/arriendo/?ad=30|149||||2||8,9,22,10,24,2||||||||||||||||||||1|||1||griddate%20desc||||||/apartamento-en-arriendo/villavicencio/villavicencio-det-4964362.aspx"
4746,zona franca,bogotá,cundinamarca,"64,00",3,0,0,850000.0,casa,"https://www.fincaraiz.com.co/Vivienda/arriendo/?ad=30|149||||2||8,9,22,10,24,2||||||||||||||||||||1|||1||griddate%20desc||||||/casa-en-arriendo/bogota/zona_franca-det-5058699.aspx"
4747,ciudad bochalema,cali,valle del cauca,"60,29",3,1,0,730000.0,apartamento,"https://www.fincaraiz.com.co/Vivienda/arriendo/?ad=30|149||||2||8,9,22,10,24,2||||||||||||||||||||1|||1||griddate%20desc||||||/apartamento-en-arriendo/cali/ciudad_bochalema-det-4904272.aspx"
4748,ciudada country,jamundí,valle del cauca,"120,00",3,1,0,1300000.0,casa,"https://www.fincaraiz.com.co/Vivienda/arriendo/?ad=30|149||||2||8,9,22,10,24,2||||||||||||||||||||1|||1||griddate%20desc||||||/casa-en-arriendo/jamundi/ciudada_country-det-5024652.aspx"
4749,hayuelos,bogotá,cundinamarca,"72,00",3,0,0,1300000.0,apartamento,"https://www.fincaraiz.com.co/Vivienda/arriendo/?ad=30|149||||2||8,9,22,10,24,2||||||||||||||||||||1|||1||griddate%20desc||||||/apartamento-en-arriendo/bogota/hayuelos-det-5058697.aspx"
4750,tibabita,bogotá,cundinamarca,"70,00",3,0,0,1350000.0,apartamento,"https://www.fincaraiz.com.co/Vivienda/arriendo/?ad=30|149||||2||8,9,22,10,24,2||||||||||||||||||||1|||1||griddate%20desc||||||/apartamento-en-arriendo/bogota/tibabita-det-5058692.aspx"
4751,centro usme,bogotá,cundinamarca,"48,00",2,1,0,719900.0,apartamento,"https://www.fincaraiz.com.co/Vivienda/arriendo/?ad=30|149||||2||8,9,22,10,24,2||||||||||||||||||||1|||1||griddate%20desc||||||/apartamento-en-arriendo/bogota/centro_usme-det-4871824.aspx"
4752,castillogrande,cartagena,bolívar,"343,00",3,1,0,7000000.0,apartamento,"https://www.fincaraiz.com.co/Vivienda/arriendo/?ad=30|149||||2||8,9,22,10,24,2||||||||||||||||||||1|||1||griddate%20desc||||||/apartamento-en-arriendo/cartagena/castillogrande-det-5028277.aspx"
4753,zipaquira,zipaquirá,cundinamarca,"100,00",3,1,0,1200000.0,casa,"https://www.fincaraiz.com.co/Vivienda/arriendo/?ad=30|149||||2||8,9,22,10,24,2||||||||||||||||||||1|||1||griddate%20desc||||||/casa-en-arriendo/zipaquira/zipaquira-det-4948775.aspx"
4754,tuna alta,bogotá,cundinamarca,"55,00",2,1,0,805000.0,apartamento,"https://www.fincaraiz.com.co/Vivienda/arriendo/?ad=30|149||||2||8,9,22,10,24,2||||||||||||||||||||1|||1||griddate%20desc||||||/apartamento-en-arriendo/bogota/tuna_alta-det-4953210.aspx"
4755,manga,cartagena,bolívar,"51,00",1,1,0,3000000.0,apartamento,"https://www.fincaraiz.com.co/Vivienda/arriendo/?ad=30|149||||2||8,9,22,10,24,2||||||||||||||||||||1|||1||griddate%20desc||||||/apartamento-en-arriendo/cartagena/manga-det-5030026.aspx"
4756,el tintal,bogotá,cundinamarca,"50,00",3,1,0,701800.0,apartamento,"https://www.fincaraiz.com.co/Vivienda/arriendo/?ad=30|149||||2||8,9,22,10,24,2||||||||||||||||||||1|||1||griddate%20desc||||||/apartamento-en-arriendo/bogota/tintal-det-4968765.aspx"
4757,ciudad kennedy central,bogotá,cundinamarca,"220,00",4,1,0,1261900.0,casa,"https://www.fincaraiz.com.co/Vivienda/arriendo/?ad=30|149||||2||8,9,22,10,24,2||||||||||||||||||||1|||1||griddate%20desc||||||/casa-en-arriendo/bogota/ciudad_kennedy_central-det-4984704.aspx"
4758,el porvenir,bogotá,cundinamarca,"43,00",2,1,0,512000.0,apartamento,"https://www.fincaraiz.com.co/Vivienda/arriendo/?ad=30|149||||2||8,9,22,10,24,2||||||||||||||||||||1|||1||griddate%20desc||||||/apartamento-en-arriendo/bogota/porvenir-det-5015595.aspx"
4759,la veracruz,bogotá,cundinamarca,"32,00",1,1,0,2168000.0,apartaestudio,"https://www.fincaraiz.com.co/Vivienda/arriendo/?ad=30|149||||2||8,9,22,10,24,2||||||||||||||||||||1|||1||griddate%20desc||||||/apartaestudio-en-arriendo/bogota/veracruz-det-5025197.aspx"
4760,la veracruz,bogotá,cundinamarca,"34,00",1,1,0,2239000.0,apartaestudio,"https://www.fincaraiz.com.co/Vivienda/arriendo/?ad=30|149||||2||8,9,22,10,24,2||||||||||||||||||||1|||1||griddate%20desc||||||/apartaestudio-en-arriendo/bogota/veracruz-det-5026494.aspx"
4761,parque central bavaria,bogotá,cundinamarca,"49,00",1,1,0,1745300.0,apartaestudio,"https://www.fincaraiz.com.co/Vivienda/arriendo/?ad=30|149||||2||8,9,22,10,24,2||||||||||||||||||||1|||1||griddate%20desc||||||/apartaestudio-en-arriendo/bogota/parque_central_bavaria-det-5040081.aspx"
4762,chapinero norte,bogotá,cundinamarca,"48,00",1,1,0,1000000.0,apartamento,"https://www.fincaraiz.com.co/Vivienda/arriendo/?ad=30|149||||2||8,9,22,10,24,2||||||||||||||||||||1|||1||griddate%20desc||||||/apartamento-en-arriendo/bogota/chapinero_norte-det-5040911.aspx"
4763,andes,barranquilla,atlántico,"85,00",3,1,0,860000.0,apartamento,"https://www.fincaraiz.com.co/Vivienda/arriendo/?ad=30|149||||2||8,9,22,10,24,2||||||||||||||||||||1|||1||griddate%20desc||||||/apartamento-en-arriendo/barranquilla/andes-det-5052530.aspx"
4764,pinos de lombardia,bogotá,cundinamarca,"71,00",3,1,0,1100000.0,apartamento,"https://www.fincaraiz.com.co/Vivienda/arriendo/?ad=30|149||||2||8,9,22,10,24,2||||||||||||||||||||1|||1||griddate%20desc||||||/apartamento-en-arriendo/bogota/pinos_lombardia-det-5045142.aspx"
4765,mosquera,mosquera,cundinamarca,"400,00",4,1,0,3900000.0,casa,"https://www.fincaraiz.com.co/Vivienda/arriendo/?ad=30|149||||2||8,9,22,10,24,2||||||||||||||||||||1|||1||griddate%20desc||||||/casa-en-arriendo/mosquera/mosquera-det-5048755.aspx"
4766,la calleja alta,bogotá,cundinamarca,"82,00",3,1,1,1600000.0,apartamento,"https://www.fincaraiz.com.co/Vivienda/arriendo/?ad=30|149||||2||8,9,22,10,24,2||||||||||||||||||||1|||1||griddate%20desc||||||/apartamento-en-arriendo/bogota/calleja_alta-det-5058564.aspx"
4767,bosque medina usaquén,bogotá,cundinamarca,"238,00",3,1,0,5200000.0,apartamento,"https://www.fincaraiz.com.co/Vivienda/arriendo/?ad=30|149||||2||8,9,22,10,24,2||||||||||||||||||||1|||1||griddate%20desc||||||/apartamento-en-arriendo/bogota/bosque_medina_usaquen-det-3781152.aspx"
4768,el poblado,medellín,antioquia,"200,00",3,1,0,5000000.0,apartamento,"https://www.fincaraiz.com.co/Vivienda/arriendo/?ad=30|149||||2||8,9,22,10,24,2||||||||||||||||||||1|||1||griddate%20desc||||||/apartamento-en-arriendo/medellin/poblado-det-5069563.aspx"
4769,la cabrera,bogotá,cundinamarca,"130,00",2,1,0,6350000.0,apartamento,"https://www.fincaraiz.com.co/Vivienda/arriendo/?ad=30|149||||2||8,9,22,10,24,2||||||||||||||||||||1|||1||griddate%20desc||||||/apartamento-en-arriendo/bogota/cabrera-det-5058509.aspx"
4770,santa bibiana,bogotá,cundinamarca,"85,00",3,1,0,2500000.0,apartamento,"https://www.fincaraiz.com.co/Vivienda/arriendo/?ad=30|149||||2||8,9,22,10,24,2||||||||||||||||||||1|||1||griddate%20desc||||||/apartamento-en-arriendo/bogota/santa_bibiana-det-5011886.aspx"
4771,melendez,cali,valle del cauca,"30,00",1,0,0,390000.0,apartaestudio,"https://www.fincaraiz.com.co/Vivienda/arriendo/?ad=30|149||||2||8,9,22,10,24,2||||||||||||||||||||1|||1||griddate%20desc||||||/apartaestudio-en-arriendo/cali/melendez-det-5058672.aspx"
4772,el cabrero,la dorada,caldas,"115,00",3,0,0,600000.0,apartamento,"https://www.fincaraiz.com.co/Vivienda/arriendo/?ad=30|149||||2||8,9,22,10,24,2||||||||||||||||||||1|||1||griddate%20desc||||||/apartamento-en-arriendo/la-dorada/cabrero-det-5058668.aspx"
4773,manrique,medellín,antioquia,"5,00",1,0,0,250000.0,habitacion,"https://www.fincaraiz.com.co/Vivienda/arriendo/?ad=30|149||||2||8,9,22,10,24,2||||||||||||||||||||1|||1||griddate%20desc||||||/habitacion-en-arriendo/medellin/manrique-det-5058667.aspx"
4774,bella suiza,bogotá,cundinamarca,"57,00",1,1,0,1920000.0,apartaestudio,"https://www.fincaraiz.com.co/Vivienda/arriendo/?ad=30|150||||2||8,9,22,10,24,2||||||||||||||||||||1|||1||griddate%20desc||||||/apartaestudio-en-arriendo/bogota/bella_suiza-det-4961394.aspx"
4775,galerias,bogotá,cundinamarca,"25,00",1,0,1,1100000.0,apartamento,"https://www.fincaraiz.com.co/Vivienda/arriendo/?ad=30|150||||2||8,9,22,10,24,2||||||||||||||||||||1|||1||griddate%20desc||||||/apartamento-en-arriendo/bogota/galerias-det-4882157.aspx"
4776,san alonso,bucaramanga,santander,"300,00",9,1,0,5000000.0,casa,"https://www.fincaraiz.com.co/Vivienda/arriendo/?ad=30|150||||2||8,9,22,10,24,2||||||||||||||||||||1|||1||griddate%20desc||||||/casa-en-arriendo/bucaramanga/san_alonso-det-4896898.aspx"
4777,jordan,villavicencio,meta,"120,00",4,0,1,850000.0,casa,"https://www.fincaraiz.com.co/Vivienda/arriendo/?ad=30|150||||2||8,9,22,10,24,2||||||||||||||||||||1|||1||griddate%20desc||||||/casa-en-arriendo/villavicencio/jordan-det-4880543.aspx"
4778,malibú,bogotá,cundinamarca,"235,00",4,1,0,3500000.0,casa,"https://www.fincaraiz.com.co/Vivienda/arriendo/?ad=30|150||||2||8,9,22,10,24,2||||||||||||||||||||1|||1||griddate%20desc||||||/casa-en-arriendo/bogota/malibu-det-4946709.aspx"
4779,pance,cali,valle del cauca,"135,00",3,0,0,2800000.0,apartamento,"https://www.fincaraiz.com.co/Vivienda/arriendo/?ad=30|150||||2||8,9,22,10,24,2||||||||||||||||||||1|||1||griddate%20desc||||||/apartamento-en-arriendo/cali/pance-det-5058663.aspx"
4780,parque de las flores,chía,cundinamarca,"45,00",2,0,0,850000.0,apartamento,"https://www.fincaraiz.com.co/Vivienda/arriendo/?ad=30|150||||2||8,9,22,10,24,2||||||||||||||||||||1|||1||griddate%20desc||||||/apartamento-en-arriendo/chia/parque_las_flores-det-5058664.aspx"
4781,sur valle del lili,cali,valle del cauca,"56,00",2,1,0,1700000.0,apartamento,"https://www.fincaraiz.com.co/Vivienda/arriendo/?ad=30|150||||2||8,9,22,10,24,2||||||||||||||||||||1|||1||griddate%20desc||||||/apartamento-en-arriendo/cali/sur_valle_del_lili-det-5037565.aspx"
4782,loma de las brujas,envigado,antioquia,"117,00",3,1,0,3100000.0,apartamento,"https://www.fincaraiz.com.co/Vivienda/arriendo/?ad=30|150||||2||8,9,22,10,24,2||||||||||||||||||||1|||1||griddate%20desc||||||/apartamento-en-arriendo/envigado/loma_las_brujas-det-3390386.aspx"
4783,el nogal,bogotá,cundinamarca,"105,00",2,1,0,5500000.0,apartamento,"https://www.fincaraiz.com.co/Vivienda/arriendo/?ad=30|150||||2||8,9,22,10,24,2||||||||||||||||||||1|||1||griddate%20desc||||||/apartamento-en-arriendo/bogota/nogal-det-5011871.aspx"
4784,el virrey,bogotá,cundinamarca,"45,00",1,1,0,2400000.0,apartamento,"https://www.fincaraiz.com.co/Vivienda/arriendo/?ad=30|150||||2||8,9,22,10,24,2||||||||||||||||||||1|||1||griddate%20desc||||||/apartamento-en-arriendo/bogota/virrey-det-5011877.aspx"
4785,la ferreira,la estrella,antioquia,"54,00",2,1,0,950000.0,apartamento,"https://www.fincaraiz.com.co/Vivienda/arriendo/?ad=30|150||||2||8,9,22,10,24,2||||||||||||||||||||1|||1||griddate%20desc||||||/apartamento-en-arriendo/la-estrella/ferreira-det-5058637.aspx"
4786,ecohaus,chía,cundinamarca,"47,00",1,1,0,1250000.0,apartamento,"https://www.fincaraiz.com.co/Vivienda/arriendo/?ad=30|150||||2||8,9,22,10,24,2||||||||||||||||||||1|||1||griddate%20desc||||||/apartamento-en-arriendo/chia/ecohaus-det-4569774.aspx"
4787,la frontera,envigado,antioquia,"145,00",4,1,1,3500000.0,apartamento,"https://www.fincaraiz.com.co/Vivienda/arriendo/?ad=30|150||||2||8,9,22,10,24,2||||||||||||||||||||1|||1||griddate%20desc||||||/apartamento-en-arriendo/envigado/frontera-det-5029273.aspx"
4788,bella suiza,bogotá,cundinamarca,"180,00",2,1,0,5400000.0,apartamento,"https://www.fincaraiz.com.co/Vivienda/arriendo/?ad=30|150||||2||8,9,22,10,24,2||||||||||||||||||||1|||1||griddate%20desc||||||/apartamento-en-arriendo/bogota/bella_suiza-det-5011893.aspx"
4789,el poblado,barranquilla,atlántico,"108,00",3,1,0,2100000.0,apartamento,"https://www.fincaraiz.com.co/Vivienda/arriendo/?ad=30|150||||2||8,9,22,10,24,2||||||||||||||||||||1|||1||griddate%20desc||||||/apartamento-en-arriendo/barranquilla/poblado-det-5037982.aspx"
4790,la mota,medellín,antioquia,"87,00",3,1,0,1500000.0,apartamento,"https://www.fincaraiz.com.co/Vivienda/arriendo/?ad=30|150||||2||8,9,22,10,24,2||||||||||||||||||||1|||1||griddate%20desc||||||/apartamento-en-arriendo/medellin/mota-det-5058474.aspx"
4791,los lagartos,bogotá,cundinamarca,"122,00",3,0,1,2300000.0,apartamento,"https://www.fincaraiz.com.co/Vivienda/arriendo/?ad=30|150||||2||8,9,22,10,24,2||||||||||||||||||||1|||1||griddate%20desc||||||/apartamento-en-arriendo/bogota/los_lagartos-det-5058648.aspx"
4792,centro,itaguí,antioquia,"80,00",3,1,0,850000.0,apartamento,"https://www.fincaraiz.com.co/Vivienda/arriendo/?ad=30|150||||2||8,9,22,10,24,2||||||||||||||||||||1|||1||griddate%20desc||||||/apartamento-en-arriendo/itagui/centro-det-5066300.aspx"
